"","SMILES","E","HOMO-LUMO gap"
"22311","CC1=CCC(CC1)C(=C)C",155.071,6.7956975
"22320","CC(=C)CN(C)C",120.315,6.3908127
"22321","COC(=O)CCCl",74.629,7.7162118
"22323","CC(C)N=C(N)N=C(N)NC1=CC(=C(C=C1)Cl)Cl",175.296,5.1494925
"22325","C1CCC23CCC2(C3)CC1",156.186,8.3281647
"22326","CC(=O)C1CCCC1",117.645,6.3056454
"22327","CCCCCCCCCCCCCC1CCCCC1",354.867,9.7964163
"22328","CCCCCCCCCCCCCCCC1CCCCC1",392.566,9.3164319
"22329","CC1SCCCS1",95.491,6.2710887
"22331","CC1(SCC(S1)CCl)C",108.715,5.8683807
"22332","CC1(SCCS1)C",94.934,6.1252431
"22333","CCC1(SCCS1)C",113.752,6.1791189
"22334","CCC1(SCCS1)C2=CC=CC=C2",148.909,5.5598193
"22335","C1CSC(S1)C2=CC=CO2",92.117,5.640633
"22339","CCN(CC)CCNC(=O)C1=CC=NC=C1",201.643,4.9682739
"22342","CCOCC(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O",190.944,5.9274264
"22343","CC1C(=O)N(C(=S)S1)C2=CC=C(C=C2)Cl",109.533,4.350879
"22344","C1(=C(SC(=C1Cl)Cl)Cl)Cl",23.959,5.2553394
"22345","C1=CC(=C(C=C1Cl)Cl)C=C(C#N)C(=O)O",89.093,4.0450386
"22347","C1=CC=C(C=C1)N=NC(C#N)C#N",91.86,4.5293766
"22348","C1=CC=C(C(=C1)N=NC(C#N)C#N)Cl",86.495,4.3492464
"22350","CCOC1=CC=C(C=C1)N=NC(C#N)C#N",132.778,4.1236755
"22351","CC1=C(C=CC(=C1)Br)N=NC(C#N)C#N",104.904,4.1465319
"22353","CC1=C(C=CC(=C1)N=NC(C#N)C#N)Br",104.914,4.2074823
"22354","CC1=CC(=C(C=C1)N=NC(C#N)C#N)Br",104.817,4.203945
"22355","CCOC1=CC(=C(C=C1)N=NC(C#N)C#N)Br",127.335,4.0719765
"22356","C1=C(C=C(C=C1Br)Br)N=NC(C#N)C#N",80.789,4.100547
"22357","C1=CC(=C(C=C1Br)Cl)N=NC(C#N)C#N",81.007,4.1965983
"22358","C1=CC(=C(C=C1N=NC(C#N)C#N)Cl)Br",81.033,4.1612253
"22359","C1=C(C=C(C(=C1Br)N=NC(C#N)C#N)Br)Br",75.225,4.0349709
"22360","C1=CC(=CC(=C1)[N+](=O)[O-])N=NC(C#N)C#N",94.976,4.4153667
"22361","CC1=C(C=CC(=C1)[N+](=O)[O-])N=NC(C#N)C#N",113.503,4.1299338
"22362","CC1=C(C=CC(=C1)N=NC(C#N)C#N)[N+](=O)[O-]",113.521,4.2360528
"22363","CCOC1=CC(=C(C=C1)N=NC(C#N)C#N)[N+](=O)[O-]",135.775,3.9242262
"22364","C1=CC(=C(C=C1N=NC(C#N)C#N)Cl)[N+](=O)[O-]",89.518,4.2235362
"22365","C1=CC(=C(C=C1Cl)[N+](=O)[O-])N=NC(C#N)C#N",89.472,4.133199
"22366","C1=CC=C2C(=C1)C=CC=C2N=NC(C#N)C#N",122.992,3.5351232
"22370","CN(C)C(=NC1=CC(=C(C=C1)Cl)Cl)Cl",113.807,5.0956167
"22373","CC1=NC(=NC(=N1)Cl)NC2=CC=CC=C2",122.001,4.8398427
"22375","CN1C=NC2=C1C(=O)N(C(=O)N2C)CC(=O)O",138.48,5.2207827
"22379","CCCCNCC(=O)NC1=C(C=CC=C1Cl)C",203.685,5.8245726
"22383","CCCSSSCCC",130.467,5.2066335
"22384","CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)O)O",263.155,5.7481125
"22385","CCCCC(C)C1=CC=CC=C1",178.309,6.5067273
"22386","CCCC(C)O",109.115,9.0557601
"22391","CCC(=O)C(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3",310.746,4.7337237
"22395","CCOC(=O)COC1=CC2=CC=CC=C2C=C1",167.632,4.5239346
"22397","CCN(CC)CCOC(=O)C(CCC1=CC=CC=C1)C(=O)OCC",306.055,5.422953
"22401","CC1(N=C(N=C(N1C2=CC=C(C=C2)SC)N)N)C",192.18,4.7252886
"22403","COC1CC23C(=CCN2CCC4=C3C=C(OC4)O)C=C1",216.697,4.2785004
"22407","C1C2CNCC1C3=CC=CC(=O)N3C2",158.38,4.8077349
"22409","C1=CC=C2C(=C1)C=CC=C2CN=C(N)N",154.369,4.7348121
"22410","C1CCN(CC1)C(=O)C(=O)NN2CCCCC2",221.558,5.2849983
"22412","C1CCC2(CC1)CCOC(=O)C2",164.094,7.3431627
"22413","C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C3=O",143.772,3.3968964
"22414","CC(=CC(=O)O)CC1=CC=CC=C1",136.742,5.5658055
"22415","CCC1(C(O1)(CC)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O",226.695,5.6806317
"22416","C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC=C(C=C3)N)N",180.796,3.0488805
"22417","CC1=C(C=CC(=C1)N(CCC#N)CCO)N=NC2=CC=C(C=C2)[N+](=O)[O-]",239.305,2.9732367
"22425","C1CCN(CC1)CCOCCOC(=O)N2C3=CC=CC=C3SC4=C2N=CC=C4",291.671,4.3846194
"22427","C1=CC=C(C(=C1)N=NC(C#N)C#N)[N+](=O)[O-]",94.794,4.3193154
"22428","CC1=CC(=C(C=C1)N=NC(C#N)C#N)[N+](=O)[O-]",112.727,4.1778234
"22429","C=CC=C(Cl)Cl",46.439,5.1084054
"22432","C1=CC(=CC=C1CCC(C2=CC=C(C=C2)N)N)N",210.4,5.2640466
"22433","CCCCCC(=O)CCC(=O)O",161.816,6.2808843
"22434","CCCCCCCCCCCCCCCCCCCCC(=O)OC",416.957,7.6016577
"22435","CCCCC(=CCCC)[N+](=O)[O-]",169.259,5.2109871
"22437","CCCCCC=C(CC)[N+](=O)[O-]",169.308,5.3228202
"22438","CCCCCCC(=CC)[N+](=O)[O-]",169.222,5.3078547
"22439","CCCC=C(CCC)[N+](=O)[O-]",150.464,5.2934334
"22440","CCCCC(=CCC)[N+](=O)[O-]",150.513,5.237925
"22441","CCCCC=C(CC)[N+](=O)[O-]",150.503,5.3198271
"22442","CCCCCC(=CC)[N+](=O)[O-]",150.417,5.2964265
"22443","CCCCCC=C(C)[N+](=O)[O-]",150.306,5.3742471
"22444","CCCC(=CCC)[N+](=O)[O-]",131.655,5.3200992
"22445","CCCCC(=CC)[N+](=O)[O-]",131.545,5.3132967
"22446","CCCCC=C(C)[N+](=O)[O-]",131.512,5.3818659
"22448","CCCC=C(C)[N+](=O)[O-]",112.762,5.3911173
"22452","CCC(C)C1=CC(=CC(=C1OC(=O)SCC)[N+](=O)[O-])[N+](=O)[O-]",196.948,4.3960476
"22454","CN(C)CCC1=CC(=NO1)C2=CC=C(C=C2)Cl",173.61,4.7794365
"22458","C1=CC=C(C=C1)CN2C=NC=N2",112.403,6.4593819
"22459","CN1C=NC=N1",58.5,7.3801683
"22460","CCCCN1C=NC=N1",114.973,7.3262925
"22462","CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O",309.238,5.556282
"22463","C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O",192.11,4.0836768
"22464","C#CCCC(=O)O",67.464,7.3690122
"22466","CCCCCCOC(=O)Cl",130.887,8.0642277
"22467","CC(C)COC(=O)NO",112.949,7.9703532
"22468","CCCCC(=C)C",127.964,7.3042524
"22469","CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)OC(=O)C",189.571,4.8237888
"22471","C(C(=O)O)C(CC(=O)O)(CC(=O)O)O",124.045,6.514074
"22473","COC1=CC=CC=C1OS(=O)(=O)O",103.264,5.9652483
"22477","C1C(COC(O1)C2=CC=CC=C2)(CCl)CCl",161.58,6.5736639
"22478","CC(C)C(NC(=O)N)NC(=O)N",148.305,7.9703532
"22488","CC1=CC=CC2=CC3=C(C=C12)C4=CC=CC=C4C=C3",177.822,3.7623267
"22492","CC1=C2C(=C(C=C1)C)N=C3CCCCCC3=C2Cl",201.565,4.5364512
"22493","C1CCC2=NC3=C(C=C(C=C3)Cl)C(=C2C1)N",156.809,4.4790381
"22494","C1CCN(CC1)CC2=CC3=C(C=C2)OC(=C3)C(=O)N",206.571,4.3304715
"22495","CC1=C(NC2=C1C(=O)CCC2)C",141.3,5.1500367
"22498","CCCCCCC(C)C1=CC(=CC(=C1OC(=O)C=CC)[N+](=O)[O-])[N+](=O)[O-]",273.977,4.7179419
"22499","CC1=CC(=CC(=C1N(C)C)C)O",154.618,5.5298883
"22500","CCCC1C(O1)C",112.983,9.5428191
"22501","C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)C(=O)N",179.797,4.9963002
"22503","COC1=CC(=C(C=C1Cl)Cl)Cl",72.113,5.773962
"22504","C1(=C(C(C1(Cl)Cl)(Cl)Cl)Cl)Cl",25.503,6.075993
"22505","CN(C)N=NN(C)C",116.568,5.2980591
"22506","CC1(CCCC(N1N=O)(C)C)C",176.718,4.8961674
"22509","CN(C1=CC=CC=C1)C(=O)OC2=CCCC2",171.517,5.8340961
"22510","CC1(OCCO1)C(C)(C)C",153.945,8.8244751
"22511","CCCCCC(C)C(=O)C",169.041,6.217485
"22512","CCCC(C)C(=O)CC",150.336,6.2417019
"22520","CC1CCCC(=O)NC1",129.805,7.3227552
"22522","CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl",188.89,8.2307529
"22523","C1=CC2=C(C=CN2)C=C1[N+](=O)[O-]",88.835,4.2170058
"22530","CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4",230.353,4.9614714
"22533","CCN(CC)CCOC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4=NOC)C)C",441.87,5.0626926
"22534","CC1CC2=CC(=O)CCC2C3C1C4CCC(C4(CC3)C)OC(=O)C",315.368,5.0863653
"22535","CC(C)C1=CC=CC2=CC=CC=C21",153.254,4.7544033
"22536","C1=CC(=CC=C1C(=O)C(CO)NC(=O)C(Cl)Cl)[N+](=O)[O-]",144.913,4.348158
"22538","CCCCC(C)CN",155.125,8.0576973
"22539","CC1=CC=CC=C1OCCO",129.193,6.0096006
"22540","B(CCN)(CCN)CCN",168.39,5.6477076
"22541","CC(C)(C)OC(C)(C)C",164.121,8.5218999
"22542","COCCOP(=O)(OCCOC)OCCOC",215.179,8.4119715
"22544","CC1=C(C=CC(=C1)Cl)N=CN(C)C",142.999,5.1116706
"22545","CCCCCCCCC(C)CCCCCC",312.126,9.7934232
"22546","C1CCC(CC1)CCCCC2CCCCC2",284.44,9.7452615
"22548","CC(C)C(C)(C1=C(C=C(C=C1)OC)OC)O",206.875,5.8977675
"22551","CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(=O)C3=CC=CC=C3",281.922,3.8698062
"22552","C1CCOC2=CC=CC=C2C1",130.53,6.220206
"22554","C1=CC=C(C(=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl)OCC(=O)O",161.514,4.5029829
"22555","CCOC(C(=O)C1=CC=CC=C1)OCC",174.042,4.9761648
"22556","CCCCCCCCCCC(=O)C",225.499,6.1799352
"22558","C1CCC(CC1)NC(=NCC2=CC=CC=C2)NC3CCCCC3",319.206,5.9312358
"22559","C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)OC3=CC=C(C=C3)[N+](=O)[O-]",221.225,3.4464186
"22560","CCCC=C(CC)[N+](=O)[O-]",131.658,5.341323
"22562","CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4",240.739,5.1633696
"22563","CC(C)NC1=NC(=NC(=N1)N)Cl",117.325,6.0174915
"22565","CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N(C)C",262.089,4.8273261
"22566","CCCCC1CC12CC2",150.609,9.3028269
"22568","CC(=O)OCCOC1=CC=CC=C1",136.66,5.9793975
"22569","C1CNCC2=CC=CC=C2C3=CC=CC=C31",173.728,5.4811824
"22570","CC1=C(C=C(C=C1)C(C)C2=CC=CC=C2)C",194.135,6.0261987
"22571","CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N",302.95,4.1410899
"22573","C1=C(C=C(C(=C1N)O)C(=O)O)S(=O)(=O)O",103.677,5.3995524
"22577","CC(=O)CC(=O)CC(C(F)(F)Cl)(C(F)(F)Cl)O",112.779,5.5979133
"22578","CC=C(C)OC(=O)C",100.343,6.5567937
"22579","CC1=CC=C(C=C1)S(=O)(=O)OC2C(C(OC2N3C=CC(=O)NC3=O)CO)O",232.71,5.172621
"22581","CC(C)C(C(C)OC)(C(=O)OCC1=CC[N+]2(C1C(CC2)O)[O-])O",285.236,4.2493857
"22582","COS(=O)(=O)C1=CC=C(C=C1)[N+](=O)[O-]",99.907,5.1328944
"22583","C1=CC=C(C=C1)[As](C2=CC=CC=C2)O",131.035,5.5326093
"22586","CC1=C(C=CC(=C1)NC2=CC=C(C=C2)O)N",164.004,4.5261114
"22587","CCCCCCCCCCCCO[Si](C)(C)C",310.35,8.9490969
"22588","CCCCCCCCCCCCCCCCO[Si](C)(C)C",385.032,8.9839257
"22589","CCCCCCCCCCCCCCOC(=O)CC",323.529,7.6090044
"22591","CCCCC(=O)NC",124.242,7.5189393
"22597","CCCCCCON=NC1=CC=CC=C1",189.079,4.7973951
"22598","CN(CCO)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2Cl)[N+](=O)[O-])Cl",190.702,3.003984
"22599","C1=CC(=CC=C1CBr)C(=O)O",90.37,5.2966986
"22600","CC(C)C(=O)NNC(C)C",154.691,7.0166427
"22601","C1=C(OC(=C1)[N+](=O)[O-])C=NO",67.796,3.9489873
"22602","CN(C)CCCNC1=C2C=C(C=CC2=NC3=CC=CC=C31)[N+](=O)[O-]",240.595,3.0760905
"22604","CN(C)CCCNC1=C2C=CC(=CC2=NC3=CC=CC=C31)[N+](=O)[O-]",240.446,3.1163613
"22606","CC1=CC(=C(C=C1)OCC(=O)O)NC(=O)C2=CC(=CC=C2)C(F)(F)F",195.307,4.4529165
"22607","COC1=CC(=C(C=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl)OCC(=O)O",183.426,4.38081
"22608","C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)Cl)OCC(=O)O",166.601,4.685562
"22609","C1=CC(=CC=C1C(=O)NC2=C(C=CC(=C2)Cl)OCC(=O)O)Cl",161.429,4.7261049
"22610","CC1=CC(=C(C=C1)OCC(=O)O)NC(=O)C2=CC=C(C=C2)Cl",184.599,4.6591683
"22611","C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)[N+](=O)[O-]",89.571,4.0692555
"22612","C1=CC=C(C(=C1)CNCCN)Cl",140.441,5.6253954
"22613","C1=CC(=CC=C1C2=CC=C(C=C2)Cl)[N+](=O)[O-]",117.723,4.1617695
"22614","CC(C1=CC=CC=C1)(C(=O)OC2=CC=CC=C2)O",170.913,5.972595
"22615","CC1(CCO1)C",94.117,8.7613479
"22616","CC12CCC(CC1CCC34C2CCC5(C3(O4)CCC5C6=CC(=O)OC6)C)O",341.972,6.0452457
"22617","CC1C(C(C(C(O1)OC2CCC3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)C)O)O)O",475.197,5.2692165
"22618","CC(=CC(=O)O)CCC=C(C)C(=O)O",153.945,5.8019883
"22619","CCN(CC)CCN(C1=CC=CC=C1)C(C)C",257.202,5.2708491
"22624","CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O",484.208,5.700495
"22626","CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(C)C",224.571,3.2091474
"22629","CCCCCCOC(=O)C1=CC=CC=C1O",193.353,5.213436
"22630","CC1=CC2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC",182.019,3.86382
"22631","C1(C(C1(Cl)Cl)(Cl)Cl)Cl",26.83,6.3842823
"22632","CNC(=O)N(C1=CC=CC=C1)O",118.132,5.9456571
"22633","CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)N",219.973,3.9038187
"22634","C1=CC=C(C(=O)C=C1)N",84.756,4.0202775
"22637","CCN(CC)C1=CC(=C(C=C1C)N=O)O",173.217,3.1906446
"22638","CC1=CC(=C(C=C1N(C)C)O)N=O",135.955,3.4341741
"22639","CC1=C(C=C(C=C1)O)NC",117.917,5.6177766
"22640","CC1=C(C(=CC(=C1)NC(=O)C2=CC=C(C=C2)N)C(=O)O)O",182.973,4.6218906
"22641","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CCOC(=O)C",209.931,3.4510443
"22644","CC1CC2=CC(=C(C=C2CN1)OC)OC",182.52,5.6825364
"22646","CC1C2=CC(=C(C=C2CCN1C)OC)OC",200.941,5.6781828
"22647","CC1(C2=CC=CC=C2NC3=CC=CC=C31)C",172.413,4.8164421
"22648","COC1=CC=CC=C1NC(=NC2=CC=CC=C2OC)N",202.256,4.9173912
"22649","C1=CC=C(C=C1)N(C(=O)N)N=O",95.046,4.7007996
"22650","CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(=O)O",186.74,3.1310547
"22652","CC1=NCCC2=CC(=C(C=C12)OC)OC",167.242,4.9165749
"22654","COC1=CC(=CC(=C1OC)OC)C2=NCCC3=CC4=C(C=C32)OCO4",235.262,4.383531
"22655","C1C=CCC2C1C(=O)C=CC2=O",118.469,4.1481645
"22657","C1=CC=C(C=C1)CN(CCO)CC2=CC=CC=C2",209.818,5.5791384
"22658","C1=CC=C(C(=C1)C2=CC=C(C=C2)[N+](=O)[O-])N",134.424,3.406692
"22662","CCOC1=C(C=C2CNCCC2=C1)OC",182.826,5.6852574
"22667","CC1CC2=CC(=C(C=C2CN1C)OC)OC",200.865,5.7062091
"22673","CCCCCN1CCC2=CC(=C(C=C2C1)OC)OC",257.562,5.6942367
"22675","CCN(CC)C(C1=CC=CC=C1)C(=O)C2=CC=CC=C2",231.907,3.8771529
"22676","CN(C)CC1=C(C=CC(=C1)C(=O)OC)O",166.989,5.1715326
"22677","CCCCOC(=O)C1=CC(=C(C=C1)O)CN(C)C",223.383,5.178063
"22678","C1CCC(CC1)CCOC(=O)CCl",173.531,7.7823321
"22679","CC(C1=CC=CC=C1)NCCNC(C)C2=CC=CC=C2",255.251,5.9078352
"22680","C1=C(OC(=C1)[N+](=O)[O-])C=CC(=O)O",82.994,3.8630037
"22681","CN(C(=O)N)N=CC1=CC=C(O1)[N+](=O)[O-]",113.456,3.6064134
"22682","CC(C)(C#N)NC1CCCCC1",178.496,7.4601657
"22684","C1CCN(CC1)C(C2=CC=CC=C2)C(=O)C3=CC=CC=C3",237.131,3.8850438
"22686","CCCNC=O",87.517,7.6321329
"22687","CCCN(CCC)C=O",143.741,7.3254762
"22688","CCCCCC(=O)OCCBr",149.421,7.3009872
"22691","C1=CC(=C(C=C1[N+](=O)[O-])N)Cl",75.28,3.8956557
"22692","CCCCCCCCCCCCOC(=O)C(C)O",289.03,7.2141873
"22693","CCC1(COC2(CCCCC2)OC1)[N+](=O)[O-]",200.73,5.3620026
"22694","CCN(CC)CCNC(=O)C(=C1C(=C(C(=C1Cl)Cl)Cl)Cl)Cl",181.534,2.8649409
"22695","CCCCOC(C(OCCCC)OCCCC)OCCCC",363.687,8.5885644
"22696","C1=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])Cl",55.943,5.0648694
"22697","CCC(=O)C1=CC=C(C=C1)Cl",105.322,5.207994
"22698","CCC(CC)(C#C)O",115.662,8.119464
"22703","CC(CC1=CC=CC=C1)NCCC2=CC=CC=C2",224.979,5.9094678
"22704","C1=CC2=C(C=C1[N+](=O)[O-])SC(=N2)N",83.142,4.1908842
"22705","C1=CC=C(C=C1)C(C(C(=O)O)Br)Br",103.563,5.7013113
"22709","CCN(CC)CCCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC",309.947,3.2652
"22710","C1=CC(=C(C=C1C=O)Cl)Cl",62.465,5.0003817
"22711","CCCCCCCCCCCCCCCCCC(=NO)C1=CC=C(C=C1)Cl",398.125,5.2349319
"22713","C1=CC=C(C=C1)CNCCCl",129.086,6.2430624
"22714","CCNC(=O)OCC(COC1=CC=CC=C1C)O",208.336,6.051504
"22715","C#CC1(CCCCC1)OC(C(Cl)(Cl)Cl)O",145.802,6.3899964
"22717","CC(C)(C#C)OC(=O)NC1=CC=CC=C1",150.974,5.8588572
"22718","CCCCCCC1(OCCC(O1)C)C",229.182,8.7243423
"22720","CCOCCCN",121.311,8.5229883
"22721","C=CCOC1=NC(=NC(=N1)N)N",111.178,6.6944763
"22722","CC(=O)NC1=CC2=C(CC3=CC=CC=C32)C=C1",161.38,4.8880044
"22727","CC1CCC(CC1)Br",124.285,7.1883378
"22729","CCCOC1=NC(=NC(=N1)N)N",126.63,6.7225026
"22732","CCOC(=O)N(CCCl)N=O",103.906,4.6107345
"22733","C1=CC=C2C(=C1)C(C(=O)N2)(CC3=CC=CC=N3)O",157.213,5.2762911
"22734","CCC(CC)CCC(=O)O",154.375,7.6906344
"22735","CN1C2=C(N=C1NN=CC3=CC=CC=C3Cl)N(C(=O)N(C2=O)C)C",201.831,3.5258718
"22737","CCCC1(OCC(O1)C)C",154.265,8.9640624
"22738","CCC(=O)OC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C",361.014,7.692267
"22739","CC1(SCCS1)C2=CC=C(C=C2)Cl",124.748,5.4985968
"22740","C=CCOC(=O)CSCC(=O)OCC=C",155.745,5.9701461
"22741","C1=CC=C(C=C1)OCCCC(=O)O",136.988,5.9622552
"22743","C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=CC=C3)C#N",196.109,4.032522
"22746","CCC(=O)OC1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)C)C",352.194,5.0537133
"22747","C(C(=O)C(=O)CBr)Br",52.764,4.2931938
"22749","CC(C)CC(C)CO",146.568,9.0222918
"22750","C1C(C2=CC=CC3=C2C1=CC=C3)O",123.499,4.6890993
"22751","CC1=C2C(=CNC2=C(C=C1)C)CC(=O)O",152.466,5.1592881
"22752","CCOC(=O)NC1=NC2=CC=CC=C2N1",138.5,5.3334321
"22753","C1=CC(=CC(=C1)[As](Cl)Cl)[N+](=O)[O-]",67.731,5.0050074
"22754","COC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])Cl",93.668,4.9163028
"22764","C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(C=C2)[N+](=O)[O-]",126.213,4.4847522
"22765","CC1=CC(=C(C=C1)C)N=NC2=C(C=CC(=C2)C)C",200.799,3.7313073
"22766","CCCCCCC1=CN=CC=C1",171.211,6.2351715
"22768","C1=CC=C(C=C1)CCNC(C2=CC=CC=C2)C(=O)C3=CC=CC=C3",248.908,4.3255737
"22769","CCOC(=O)C1=C(NC(=C1C)C(=O)C)C",166.313,4.998477
"22770","COC1=C(C=C(C=C1)N)OC",121.562,5.4866244
"22771","C1CSC(S1)(C2=CC=CC=C2)C3=CC=CC=C3",164.478,5.2768353
"22772","C(SC#N)SC#N",34.076,5.7524661
"22773","C1=CC(=C(C=C1N)O)[As](=O)(O)O",98.519,5.4406395
"22776","COC1=CC=CC=C1N=NC2=CC=CC=C2",148.962,3.7345725
"22777","COC1=CC=CC(=C1)N=NC2=CC(=CC=C2)OC",171.113,3.7337562
"22778","CC1=C(C(=CC=C1)C)N=NC2=CC=CC=C2C",182.288,3.6586566
"22779","CN(C)C(CC1=CC=CC=C1)C2=CC=CC=C2",205.918,5.8321914
"22780","CN1C2=C(N=C1NCCO)N(C(=O)N(C2=O)C)C",180.035,4.9530363
"22783","C1=CC=C(C(=C1)O)OCC(=O)O",102.346,5.8645713
"22785","CC1(C(=O)NC(=O)N1)C2CCCCC2",171.82,6.7820925
"22786","C1=C(C=C(C=C1Cl)Cl)NC=O",74.14,5.6248512
"22787","C1=CC=C(C=C1)C(=O)NCC(=O)S",111.644,5.7663432
"22788","CC1(SCCCS1)C2=CC=CC=C2",149.026,5.3962872
"22789","C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)Br)Cl",138.943,4.0657182
"22791","C1=CC=C(C=C1)CCNCCC2=CC=CC=C2",206.666,5.8798089
"22793","C1=CNC(=O)C(=C1)[N+](=O)[O-]",65.334,4.1797281
"22797","C1=CC=C(C=C1)C=CC2=CN=NC3=CC=CC=C32",157.942,3.7157976
"22800","C(CCCl)COCCCCCl",156.425,7.8938931
"22801","CCOC(=O)C(CCOC)C(=O)OCC",188.129,7.0267104
"22802","C1CCN(C1)C2CCC3CCCC2C3=O",214.496,5.6512449
"22803","CCCCCCCCN(CCCCCCCC)N=O",323.124,5.2303062
"22805","CN1C2=C(N=CC(=O)N2)N(C1=O)C",107.723,3.6855945
"22806","C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)S",120.749,3.2641116
"22810","CC(C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)O",168.15,5.2071777
"22811","CC1(CO1)C2CO2",82.487,9.354798
"22812","CC(=O)OC1=C(C=C(C=C1)Cl)Cl",84.475,5.9423919
"22814","C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)C#N",146.135,4.3214922
"22817","C1C2=CC=CC=C2C3=C1C(=CC=C3)N",135.242,4.8330402
"22818","C1C2=C(C=C(C=C2)N)C3=CC=CC=C31",135.186,4.6259721
"22819","C1CC2=CC=CC=C2C1O",110.748,6.2700003
"22823","C1=C(C(=C(C(=C1Cl)Cl)N)O)Cl",64.928,5.3434998
"22825","CCN(CC)C1=CC(=C(C=C1)N=O)O",155.082,3.2281944
"22829","CC(=O)C(C(=O)NC1=CC=CC=C1OC)N=NC2=C(C=C(C=C2)[N+](=O)[O-])OC",237.7,2.897865
"22833","COC1=CC(=C(C=C1N)OC)Cl",116.607,5.1546624
"22834","COC1=C(C=C(C=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N",255.384,3.077451
"22835","CC(=O)C(=NNC1=C(C=C(C=C1)C2=CC(=C(C=C2)NN=C(C(=O)C)C(=O)NC3=CC=CC=C3)Cl)Cl)C(=O)NC4=CC=CC=C4",358.489,3.175407
"22845","CCOC(=O)C(=O)C(C#N)C1=CC=CC=C1",140.537,4.4363184
"22849","C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)C=O)N",138.814,3.0913281
"22850","C1=CC(=CC=C1N)N=NC2=C(C=C(C=C2)N)N",160.93,3.21078
"22853","C1=CC=C(C=C1)CC(=O)ONCCCCC(C(=O)OCC2=CC=CC=C2)N",294.793,6.0131379
"22855","C(CSCCN)C(C(=O)O)N",142.664,6.4090434
"22860","C1=CC=C(C=C1)COC2=CC=C(C=C2)N",153.217,4.9533084
"22864","C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)N)S",132.086,3.0080655
"22865","CC1=C(C=C(C=C1)NC(=O)C)N",133.41,5.1864981
"22869","CCC(CCCN(C)C)(C1=CC=CC2=CC=CC=C21)C(=O)O",269.56,4.3960476
"22871","C1CCN(CC1)CCC(CCN2CCCCC2)(C3=CC=CC4=CC=CC=C43)C(=O)O",384.224,4.3353693
"22873","CCCCCCOC(=O)CCCCC",229.397,7.7387961
"22875","C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl)[N+](=O)[O-]",55.996,4.6330467
